sos_system,sos_category,legacy_densho_id,facility_name,encyc_url,encyc_article_status,date_opened,date_closed,location_description,legacy_description,peak_population,peak_popdate,peak population all internees,location_name,location_state,geo_latitude,geo_longitude,img_credit_line
eais,U.S. Army Internment Camp,60,Fort McDowell,https://encyclopedia.densho.org/Fort_McDowell_/_Angel_Island_(detention_facility)/,published,March 1942,October 1942,INS-run facility that served as a port of arrival for Issei male internees—along with a few German and Italian internees—from Hawai'i who were being transferred to internment camps on the continent. Internees on the first seven of ten ships conveying internees from Hawai'i to the continent were processed and held at Angel Island for a period of five to twelve days.,"Also known as ""Angel Island,"" a 740-acre island in the middle of the San Francisco Bay.",199,1942-02-21,200,"Fort McDowell, California",California,37.8627046,-122.4227496,"Courtesy of Angel Island Immigration Station Foundation. Accessed from: https://www.aiisf.org/history#:~:text=Japanese%20Internment&text=Almost%20700%20Japanese%20immigrants%20were,to%20Sharp%20Park%2C%20near%20Pacifica."
eais,U.S. Army Internment Camp,61,Fort Meade,https://encyclopedia.densho.org/Fort_Meade_(detention_facility)/,published,Spring 1942,Fall 1943,"Large army post in Maryland that held interned enemy aliens from the eastern seaboard in 1942–43. While most were German, there were a significant number of Japanese as well. The camp later held Italian and German POWs.","Located southwest of Baltimore in Anne Arundel County, Maryland.",200,1942-05-04,400,"Fort George Meade, Maryland",Maryland,39.09477899048765,-76.74717651749522,Courtesy of Randy Houser via History Matters. Accessed from: https://www.baltimoresun.com/maryland/laurel/ph-ll-history-ft-meade-20160219-story.html
eais,U.S. Army Internment Camp,62,Fort Richardson,https://encyclopedia.densho.org/Fort_Richardson_(detention_facility)/,published,December 1941,June 1942,"Army-run internment camp outside of Anchorage, Alaska that held at least seventeen enemy aliens from Alaska between December 1941 and June 1942, most of them Issei.","Located 9 miles north of downtown Anchorage, Alaska.",17,1942-02-14,100,"Fort Richardson, Alaska",Alaska,61.25580431416412,-149.720512219315,Courtesy of Morgan Blanchard. Accessed from: https://www.alaskapublic.org/2017/02/10/japanese-day-of-remembrance/fort-richardson-internment-camp-1942-b/
eais,U.S. Army Internment Camp,63,Fort Sam Houston,https://encyclopedia.densho.org/Fort_Sam_Houston_(detention_facility)/,published,"May 19, 1942","June 17, 1942","Internment camp attached to a large army post in San Antonio, Texas, that held around 250 Japanese American internees for a short period of time in the summer of 1942. The interned Issei included a group from Alaska that had been transferred from Fort Lewis,Washington, and a group from Hawaii who came via Angel Island. All transfered to Lordsburg after less than a month.","Located in San Antonio, Texas.",250,1942-06-01,500,"Fort Sam Houston, Texas",Texas,29.48067538662803,-98.42967247560411,Courtesy of  Institute of Texan Cultures. Accessed from: https://www.thc.texas.gov/preserve/projects-and-programs/military-history/texas-world-war-ii/world-war-ii-japanese-american-1
eais,U.S. Army Internment Camp,65,Griffith Park,https://encyclopedia.densho.org/Griffith_Park_(detention_facility)/,published,February 1942,June 1942,Short-term detention facility adapted from a CCC camp within a large municipal wilderness park in Los Angeles. The camp held a small number of Issei in the early months of 1942 who were subsequently transferred to longer-term facilites.,Located at a former Civilian Conservation Corps (CCC) camp in Southern California.,100,1942-03-12,300,"Burbank, California",California,34.15499589315466,-118.3079060707605,Courtesy of Los Angeles Public Library. Accessed from: https://tessa.lapl.org/cdm/ref/collection/photos/id/2830
hawaii,U.S. Army Internment Camp,66,Honouliuli,https://encyclopedia.densho.org/Honouliuli_(detention_facility)/,published,February 1943,1945,"An army-run internment camp on the island of O'ahu, Honouliuli was the largest and last-occupied World War II-era civilian confinement site in the Hawaiian Islands. The camp opened in March 1943, replacing a smaller facility on Sand Island. Honouliuli quickly reached a peak civilian population of approximately three hundred detainees, the vast majority of whom were American citizen Nisei or Kibei. The site also served as the largest prisoner-of-war camp in wartime Hawai'i, holding more than four thousand soldiers and labor conscripts from Italy, Japan, Korea, Okinawa, and Taiwan. The site is now managed by the National Park Service as the Honouliuli National Monument.",Located on 160 acres of sugarcane fields northwest of Honolulu. One of two camps used to imprison people of Japanese ancestry in Hawaii.,300,,300,"Honouliuli, Oahu, Hawaii",Oahu,21.39159940560689,-158.0598371456596,Courtesy of National Park Service. Accessed from: https://en.wikipedia.org/wiki/File:Honouliuli_Internment_Camp.jpg
eais,Immigration Detention Station,67,East Boston,https://encyclopedia.densho.org/East_Boston_(detention_facility)/,published,December 1941,Summer 1942,"INS-run immigration station that was used to detain enemy aliens from the Boston area after the attack on Pearl Harbor, including a handful of Issei.","Immigration and Naturalization Service (INS) detention station located in East Boston, Massachusetts.",25,,Fewer than 50,"East Boston, Massachusetts",Massachusetts,42.3636119603355,-71.03100126631897,Courtesy of Massachusetts Port Authority. Accessed from: https://www.massport.com/media/2327/eastbostonimmigrationstation.pdf
eais,Immigration Detention Station,68,San Francisco,https://encyclopedia.densho.org/San_Francisco_(detention_facility)/,published,"December 7, 1941","March 31, 1942","Short-term detention site at 801 Silver Avenue, San Francisco, for Japanese, Italian and German enemy aliens rounded up in Northern California in the weeks after the attack on Pearl Harbor. The revolving population of around two hundred internees were moved on to inland camps in Missoula, Montana, or Fr. Lincoln, North Dakota. The entire population was transferred to Sharp Park at the end of March, 1942.","Immigration and Naturalization Service (INS) detention station located on Silver Avenue in San Francisco, California.",200,March 1942,200,"San Francisco, California",California,37.72959033683909,-122.4183245624049,Courtesy of Kurt Voester. Accessed from: https://gaic.info/internment-camps/temporary-detention-facilities/sharp-park-and-801-silver-avenue-temporary-detention-stations-san-francisco-california/#lightbox[group-31621]/1/
eais,Immigration Detention Station,69,San Pedro,https://encyclopedia.densho.org/San_Pedro_(detention_facility)/,published,,,Short-term detention site at an INS immigration station building that held Issei from the Los Angeles Harbor area in the early weeks of the war. The site later held German Latin Americans in 1943.,"Immigration and Naturalization Service (INS) detention station located near Los Angeles in San Pedro, California.",100,,200,"San Pedro, California",California,33.72261672704756,-118.2658870866203,"Courtesy of Porfirio Alejandro Díaz via Wikipedia. Accessed from: https://en.wikipedia.org/wiki/Federal_Correctional_Institution,_Terminal_Island#/media/File:Terminal-Island.jpg"
eais,Immigration Detention Station,70,Seattle,https://encyclopedia.densho.org/Seattle_(detention_facility)/,published,December 1941,Summer 1942,INS detention facility that held Issei and other enemy aliens from the Seattle area in the early months of the war. Internees were subsequently transferred to the Ft. Missoula and Ft. Lincoln internment camps.,"Immigration and Naturalization Service (INS) detention station located in Seattle, Washington.",200,,200,"Seattle, Washington",Washington,47.59515325773327,-122.3270911995918,Courtesy of Washington State Archives. Accessed from: https://www.seattlemet.com/news-and-city-life/2012/09/the-inscape-buildings-dark-history-october-2012
eais,Immigration Detention Station,71,Tuna Canyon,https://encyclopedia.densho.org/Tuna_Canyon_(detention_facility)/,published,"December 16, 1941",October 1943,INS-run detention facility in Los Angeles that held Issei and other enemy aliens from the Los Angeles area in the early months of World War II. Tuna Canyon later held a group of Japanese Latin Americans. The Tuna Canyon Detention Station Coalition is working to document the history of the site and its internees and to build a marker at the site.,"Immigration and Naturalization Service (INS) detention station located at a former Civilian Conservation Corps (CCC) camp near Pasadena in Los Angeles County, California.",300,,300,"Tujunga, California",California,34.23398808745853,-118.2719047051823,Courtesy of the Merrill H. Scott Family and Little Landers Historical Society. Accessed from: https://encyclopedia.densho.org/sources/en-tunacanyon-lookout-1/https://encyclopedia.densho.org/sources/en-tunacanyon-lookout-1/
wra,Additional Facility,72,"Nyssa, Oregon","https://encyclopedia.densho.org/Nyssa,_Oregon_(detention_facility)/",published,May 1942,November 1942,"Nyssa (pronounced NISS-a), Oregon, was the first of several farm labor camps for Japanese Americans given short-term leave from the concentration camps that held them in order to provide vital agricultural labor for farmers across the western United States.",,0,,,"Nyssa, Oregon",Oregon,43.82348616145769,-117.0363259029627,"Courtesy of the Library of Congress (Prints & Photographs Division, FSA-OWI Collection, LC-USF33-013305-M1). Accessed from: https://encyclopedia.densho.org/sources/en-nyssa-workers-1/"
hawaii,Additional Facility,73,"Haiku Camp, Maui","https://encyclopedia.densho.org/Haiku%20Camp,%20Maui%20(detention%20facility)/",published,Winter 1942,Fall 1943,Detention site on the island of Maui that held interned Japanese Americans from that island.,,25,,Fewer than 50,,,20.91557555752355,-156.3231660901859,
hawaii,Additional Facility,74,Hilo Independent Language School,https://encyclopedia.densho.org/Hilo%20Independent%20Language%20School/,published,"December 7, 1941",Spring 1942,"The Hilo Dokuritsu Nippon Go Gakkō (Hilo Independent Japanese Language School) was one of three sites of the island of Hawai'i that was used to detain enemy aliens after the attack on Pearl Harbor. The largest Japanese language school on the island, the campus was converted into military police headquarters under martial law and held unknown number of internees.",,25,,Fewer than 50,,,19.71763797035041,-155.0858576363229,Courtesy of Hui O Laulima Collection via the Hawaii Nisei Project. Accessed from: http://nisei.hawaii.edu/object/io_1155320378468.html
hawaii,Additional Facility,75,Honolulu Police Station,http://encyclopedia.densho.org/Honolulu_Police_Station_(detention_facility)/,published,"December 7, 1941",December 1941,The Honolulu Police Station was among the facilities in Honolulu used to hold local Japanese who were arrested and interned after the attack on Pearl Harbor. An unknown number of internees were held at the police station before being moved to the Honolulu Immigration Station building and then to Sand Island.,"On the corner of Merchant and Bethel Streets, Honolulu",25,,Fewer than 50,,,21.30984986261593,-157.8636262399479,Courtesy of Library of Congress. Accessed from: https://www.loc.gov/item/hi0076/
hawaii,Additional Facility,76,"U.S. Immigration Station Administration Building, Honolulu","http://encyclopedia.densho.org/U.S._Immigration_Station_Administration_Building,_Honolulu_(detention_facility)/",published,December 1941,Spring 1942,"Temporary detention site for Honolulu Issei arrested after the attack on Pearl Harbor. Held in extremely crowded conditions for a few days, most were transferred subsequently to Sand Island. Internees were brought back to the immigration station from Sand Island for their hearings.",Located at 595 Ala Moana Blvd. just outside of downtown Honolulu,200,,100 to 200,,,21.29978169346506,-157.8638124272318,Courtesy of Historic Hawai'i Foundation. Accessed from: https://historichawaii.org/2014/02/19/u-s-immigration-office/
hawaii,Additional Facility,77,"Kalaheo Stockade, Kaua'i (detention facility)","https://encyclopedia.densho.org/Kalaheo%20Stockade,%20Kaua'i%20(detention%20facility)/",published,,,Detention facility on the island of Kaua'i that held a small but unknown number of local Japanese in 1942–43,Thought to have been located on the Medeiros Farms chicken operation on the mountain side of the Kaumuali'i Highway; the exact location of the site remains unknown.,25,,Fewer than 50,,,21.94514401713444,-159.5236355910845,Courtesy of Discoverf Nikkei. Accessed from: http://www.discovernikkei.org/en/journal/2014/1/3/sharing-war-stories/
hawaii,Additional Facility,78,"Kaunakakai Jail, Moloka'i (detention facility)","https://encyclopedia.densho.org/Kaunakakai%20Jail,%20Moloka'i%20(detention%20facility)/",published,,,"Facility used to house internees from Moloka'i in the early stages of World War II. The handful of enemy aliens on Moloka'i arrested after the attack on Pearl Harbor were incarcerated at the Kaunakakai County Jail prior to being transferred first to the Wailuku County Jail on Maui, then to Sand Island on O'ahu. Details on the number of internees and how long they were held at Kaunakakai Jail are not known.",Located in Kaunakakai on the Hawaiian island of Moloka'i,25,,Fewer than 50,,,21.08777499980253,-157.0235573651728,Courtesy of Kilauea Military Camp. Accessed from: https://www.nps.gov/articles/images/35-Bldg_HAVO-BOX51_F36_PHOTO3.jpg?maxwidth=1200&maxheight=1200&autorotate=false
hawaii,Additional Facility,79,Kilauea Military Camp (detention facility),https://encyclopedia.densho.org/Kilauea_Military_Camp_(detention_facility)/,published,"December 7, 1941",Fall 1942,"The largest of the detention sites in Hawai'i outside of O'ahu, Kīlauea Military Camp was used to house internees from the Big Island—many of whom were local residents of Japanese ancestry—until authorities transferred them to incarceration centers on O'ahu and the mainland.",Located on fifty acres within Hawai'i Volcanoes National Park on the island of Hawai'i,100,,50 to 100,,,19.43284402545342,-155.2738895746636,Courtesy of Lanai Field Guide and Resource Book (December 2014). Accessed from: https://georgehbalazs.com/wp-content/uploads/2019/10/1_Lanai_Guide_Work_Book_edited_reduced.pdf
hawaii,Additional Facility,80,"Lana'i City Jail, Lana'i (detention facility)","https://encyclopedia.densho.org/Lana'i%20City%20Jail,%20Lana'i%20(detention%20facility)/",published,December 1941,Winter 1942,"Facility used to house internees from Lāna'i in the early stages of World War II. Two or three ""enemy aliens"" were held at the Lāna'i City Jail for over two months. They were later transferred to the Wailuku County Jail on Maui, then to Sand Island on Ō'ahu. The jail and courthouse remain intact in their original location, part of a cluster of historic buildings in downtown Lāna'i City.","Located at Gay and 8th Streets, Lāna'i City",25,,Fewer than 50,"Lana'i, Hawaii",Hawaii,20.82427052093103,-156.9205874960599,Courtesy of U.S. National Archives and Records Administration. Accessed from: https://commons.wikimedia.org/wiki/File:LIHUE_PLANTATION_SUGAR_MILL_-_NARA_-_553969.jpg
hawaii,Additional Facility,81,"Lihue Plantation, Kaua'i (detention facility)","https://encyclopedia.densho.org/Lihue%20Plantation,%20Kaua'i%20(detention%20facility)/",published,Winter 1942,Winter 1942,"One Japanese American internee was held in the gymnasium shower room at the Līhu'e Plantation on the island of Kaua'i for a month in solitary confinement. The internee, Nisei insurance salesman Paul Muraoka, was eventually moved to the Kalāheo Stockade.",Located on the southeastern coast of the island of the island of Kaua'i,25,,Fewer than 50,,,21.98292817602722,-159.3700206704594,Courtesy of National Park Service. Accessed from: http://npshistory.com/publications/hono/srs.pdf
hawaii,Additional Facility,82,"Waiakea Prison Camp, Hawai'i (detention facility)","https://encyclopedia.densho.org/Waiakea%20Prison%20Camp,%20Hawai'i%20(detention%20facility)/",published,,,Prison camp that held at least six local Japanese from the island of Hawai'i after the attack on Pearl Harbor.,"Located in Waiakea on the island of Hawai'i, the exact location of the site is unknown",25,,Fewer than 50,"Waikea, Hawaii",Hawaii,19.71665918654858,-155.0708133890626,
hawaii,Additional Facility,83,"Wailua County Jail, Kaua'i (detention facility)","https://encyclopedia.densho.org/Wailua%20County%20Jail,%20Kaua'i%20(detention%20facility)/",published,December 1941,Summer 1942,"Prison facility that became the main detention center for Japanese internees on the island of Kaua'i in the early months of World War II. Detainees held there were eventually moved to Sand Island on O'ahu, and later, most were sent to mainland detention camps.","Built in 1936, the Wailuā County Jail was located opposite the Wailua Golf Course on the eastern coast of the island of Kaua'i. Torn down in 1978, a new State Kauai Community Correctional Center/Kauai Intake Service Center was built at the same location.",25,,Fewer than 50,"Wailua, Kaua'i, Hawaii",Hawaii,22.02572448564373,-159.3430240863186,
hawaii,Additional Facility,84,"Wailuku County Jail, Maui (detention facility)","https://encyclopedia.densho.org/Wailuku_County_Jail,_Maui_(detention_facility)/",published,,,The Wailuku County Jail—also known as the Maui County Jail—held interned local Japanese Americans from the island of Maui. The number of internees and the duration of their stays remain unknown.,"Located on High Street in downtown Wailuku, Maui. Since torn down, a nine-story office building stands at the site today",25,,Fewer than 50,"Wailuku, Maui, Hawaii",Hawaii,20.88547719421984,-156.5042365613132,
hawaii,Additional Facility,86,"Waimea Jail, Kaua'i",,,,,,,25,,Fewer than 50,"Waimea, Kaua'i, Hawaii",Hawaii,21.95659031982773,-159.6672110335037,
eais,Immigration Detention Station,87,"Assembly Inn, North Carolina",,,"October 29, 1942","April 30, 1943","The Assembly Inn in Montreat, North Carolina, served as a detention site during World War II for Japanese American families from Hawai'i who were being exchanged to Japan for U.S. citizens, as well as German families from Latin America who were similarly being exchanged to Germany. The families were confined there from October 29, 1942 to April 30, 1943. This site was administered by the Department of State's Special War Problems Division, with transportation and transfer from other detention sites arranged by the military.","The Assembly Inn was part of a Christian mountain retreat known as Montreat, located in western North Carolina about eighteen miles from Asheville. The inn remains in operation to the present.",200,November 1942 to April 1943,100 to 200,"Montreat, North Carolina",North Carolina,35.64783651969888,-82.29929785447955,"Courtesy of State Archives of North Carolina. Accessed from: https://commons.wikimedia.org/wiki/File:Assembly_Inn,_Montreat_(21951194858).jpg"
eais,U.S. Army Internment Camp,88,"Camp Upton, New York",,,Winter 1942,Spring 1942,"Camp Upton held an undetermined number of Japanese internees during World War II in six-man tents surrounded by a double barbed-wire fence and guard towers. After a period two to three months, the internees were transferred to Fort George G. Meade in Maryland.","Camp Upton was an army encampment on Long Island, New York that is today the site of Brookhaven National Laboratory.",25,,Fewer than 50,"Upton, New York",New York,40.86826553092229,-72.87920311295962,Courtesy of Brookhaven National Labratory. Accessed from: https://www.bnl.gov/about/history/campupton.php
wra,Temporary Assembly Center,89,Cave Creek,,,,,"The Cave Creek Assembly Center was to have been the second assembly center in Arizona that would hold half of the estimated five hundred Japanese Americans living in the restricted areas of the state. Completed and ready to receive inmates by early May 1942, the lower number of inmates than expected led to the camp never actually being used. All of the forcibly removed Japanese Americans from Arizona ended up going to the Mayer Assembly Center, then on to the Poston, Arizona War Relocation Authority-administered concentration camp.","Located in the Tonto National Forest north of Phoenix, Arizona",0,,,"Cave Creek, Arizona",Arizona,33.97059823881507,-111.8657610983994,Courtey of U.S. Forest Service. Accessed from: https://www.fs.usda.gov/recarea/tonto/recreation/camping-cabins/recarea/?recid=35205&actid=29
eais,Immigration Detention Station,90,"The Greenbrier, West Virginia",,,,,"Hotel run by the Special War Problems Division of the State Department to hold diplomats and consular staff from enemy countries unitl they could be exchanged for Americans held by Axis countries. While two of the other hotels run by the Special War Problems Division also held some Japanese American families, it does not appear that the Greenbrier did.","Resort hotel located in White Sulpher Springs, West Virginia that is still in operation",0,,,"White Sulphur Springs, West Virginia",West Virginia,37.78592047810661,-80.30819932797377,"Courtesy of Boston Public Library Tichnor Brothers collection. Accessed from: https://en.wikipedia.org/wiki/File:The_Greenbrier,_White_Sulphur_Springs,_West_Virginia_(73367).jpg"
eais,Immigration Detention Station,91,"Grove Park Inn, North Carolina",,,August 1942,October 1942,"The Grove Park Inn in Asheville, North Carolina, was used as a detention site for diplomats and consular staff from Axis countries and their families in 1942, as well as Japanese Americans from Hawai'i and German nationals from Latin America, in 1942–43. It was one of many luxury resorts used to provide superior accommodations for those of diplomatic status.","Luxury hotel in Asheville, North Carolina that is still in operation today.",200,September to October 1942,100 to 200,"Ashville, North Carolina",North Carolina,35.62059682348564,-82.54233785884526,Courtesy of Fred Loring Seely via Wikipedia. Accessed from: https://en.wikipedia.org/wiki/File:Sketch_of_the_Grove_Park_Inn_by_Fred_Seely_1912.jpg
eais,Immigration Detention Station,92,"Homestead, Virginia",,,,,"Hotel run by the Special War Problems Division of the State Department to hold diplomats and consular staff from enemy countries unitl they could be exchanged for Americans held by Axis countries. While two of the other hotels run by the Special War Problems Division also held some Japanese American families, it does not appear that the Homestead Hotel did.","Resort hotel located on 17,000 acres in Hot Springs, Virginia that is still in operation today.",0,,,"Hot Springs, Virginia",Virginia,37.99712622985169,-79.83029000864109,Accessed from: http://www.gendisasters.com/virginia/12517/hot-springs-va-homestead-hotel-fire-jul-1910
wra,Temporary Assembly Center,93,"Toppenish, Washington (detention facililty)","https://encyclopedia.densho.org/Toppenish,_Washington_(detention_facility)/",published,,,"Proposed ""assembly center"" site located in central Washington that was to hold Japanese Americans removed from the Yakima area. Though the Wartime Civil Control Administration (WCCA) began construction on the site, they abandoned plans for the camp when a variety of problems came up. Japanese American from Yakima and other areas south and east of greater Seattle/Tacoma ended up being sent to the Portland Assembly Center in Oregon.","Located at the Golden Hop Yard, Toppenish, Washington.",0,,,"Toppenish, Washington",Washington,46.35687271762174,-120.3717798168292,"Courtesy of Google Maps. Accessed from: https://www.google.com/maps/@46.357553,-120.3729398,1091m/data=!3m1!1e3"
eais,Immigration Detention Station,94,"Gloucester City, New Jersey",,,,,"INS immigration station that held enemy aliens. After June 1942, it was one of two camps (the other being Seagoville) that held internee women, with a July 14, 1942 report showing a population of 61, of which 52 were German and 4 Japanese.","Located on South King Street near Gloucester City, New Jersey, in a converted Victorian house.",25,,Fewer than 50,"Gloucester, New Jersey",New Jersey,39.89824682483174,-75.12696331836797,Courtesy of South Jersey History & Adventures. Accessed from: https://southjerseyadventures.wordpress.com/2015/01/09/a-tour-of-gloucester-city-nj/
eais,Additional Facility,95,Chicago,,,,,"The FBI field office in the city of Chicago held enemy alien internees for anywhere from a few days to several weeks before they were transferred to larger, more permanent facilities.",,0,,,"Chicago, Illinois",Illinois,41.87874085274521,-87.63002185583163,Courtesy of Detroit Publishing Co. Accessed from: https://commons.wikimedia.org/wiki/File:Chicago_Station_(stitched).jpg
eais,U.S. Army Internment Camp,96,"Camp Algiers, Louisiana",,,,,"Camp Algiers, the federal government's old immigration station in New Orleans, was the principal entry point for Japanese Latin Americans who were rounded up and brought to the US during World War II.",Located in the Algiers section of New Orleans,25,,Fewer than 50,"New Orleans, Louisiana",Louisiana,29.94237940821307,-90.01520842864853,"Courtesy of the Historic New Orleans Collection, Acc. No. 1995.19. Accessed from: https://www.wwno.org/podcast/tripod-new-orleans-at-300/2017-01-12/the-wwii-internment-camp-camp-algiers-part-i"
eais,,97,Panama Canal Zone,,,,,"During the period of World War II, the United States government transformed the Panama Canal Zone, then a U.S. territory, into a military zone where it interned over 2,000 Japanese aliens from Latin America.",,0,,,"Panama Canal Zone, Panama",Panama,,,Courtesy of U.S. Navy Naval Aviation News July 1964. Accessed from: https://en.wikipedia.org/wiki/File:NS_Coco_Solo_Panama_1941_NAN7-64.jpg
eais,Additional Facility,98,Los Angeles County Jail,,,"December 7, 1941",December 1941,The main jail for the City of Los Angeles was used to hold enemy alien internees for anywhere from a day to two weeks until they could be transferred to longer term internment facilities.,Located in the Lincoln Heights neighborhood of Los Angeles,500,,200 to 500,"Los Angeles, California",California,,,Courtesy of LA Curbed. Accessed from: https://la.curbed.com/2017/6/14/15793574/county-jail-history-crime-inmates
wra,Additional Facility,99,Hillcrest Sanitarium,https://encyclopedia.densho.org/Hillcrest_Sanitarium/,published,,,Sanitarium that housed Japanese American tuberculosis patients deemed too ill be transferred to WRA concentration camps.,"Located in La Crescenta, California",200,,100 to 200,"La Crescenta, CA",California,34.2510968013232,-118.2625697035202,Courtesy of Mike Lawler. Accessed from: https://www.latimes.com/socal/glendale-news-press/tn-gnp-verdugo-views-glendale-resident-recalls-the-hardship-of-japanese-internment-camps-20151202-story.html
eais,Immigration Detention Station,100,"Chicago, South Ellis Avenue",,,December 1941,Summer 1943,"INS facility located in a private hold that held a handful of Issei internees from Chicago, along with one from Cincinnati.",Located at 4800 South Ellis Avenue in the Kenwood neighborhood of Chicago,25,,Fewer than 50,"Chicago, Ilinois",Illinois,41.80757292392081,-87.60215396178755,Courtesy of Densho
